Current sim time, airport, event name, airplane id, runway queue size, gate queue size, baggage cart queue size, fuel truck queue size
109.442781, Airport3, StartClean, 3.8, 0, 3, 1, 0, 
109.451491, Airport3, AcquireRunwayTakeoff, 3.6, 0, 3, 1, 0, 
109.451491, Airport3, Takeoff, 3.6, 0, 3, 1, 0, 
113.837244, Airport3, StartClean, 3.9, 0, 3, 1, 0, 
114.349746, Airport3, Leave, 3.5, 0, 3, 1, 0, 
115.406428, Airport3, LoadLuggage, 3.7, 0, 3, 1, 0, 
116.385426, Airport3, Leave, 3.6, 0, 3, 1, 0, 
117.812770, Airport3, LoadLuggage, 3.8, 0, 3, 1, 0, 
116.409344, Airport3, AcquireRunwayLand, 4.5, 0, 3, 1, 0, 
116.409344, Airport3, Land, 4.5, 0, 3, 1, 0, 
120.061973, Airport3, StartEmbark, 3.8, 0, 3, 1, 0, 
121.439645, Airport3, Taxi2Gate, 4.5, 0, 3, 1, 0, 
121.887056, Airport3, ReleaseFuelTruck, 3.8, 0, 3, 1, 0, 
121.887056, Airport3, LeaveGate, 3.8, 0, 3, 1, 0, 
124.313180, Airport3, StartEmbark, 3.9, 0, 3, 1, 0, 
125.622414, Airport3, ReleaseFuelTruck, 3.9, 0, 3, 1, 0, 
125.622414, Airport3, LeaveGate, 3.9, 0, 3, 1, 0, 
126.287194, Airport3, AcquireGate, 4.5, 0, 3, 1, 0, 
130.895401, Airport3, ReleaseLuggageCart, 3.7, 0, 4, 1, 0, 
130.895401, Airport3, UnloadLuggage, 3.9, 0, 4, 0, 0, 
130.895401, Airport3, LeaveGate, 3.7, 0, 4, 0, 0, 
130.895401, Airport3, DockAtGate, 3.10, 0, 3, 0, 0, 
132.900914, Airport3, ArriveGate, 3.10, 0, 3, 0, 0, 
132.900914, Airport3, FuelPlane, 3.10, 0, 3, 1, 0, 
132.955474, Airport3, Taxi2RunwayEA, 3.7, 0, 3, 1, 0, 
133.308449, Airport3, LeaveGate, 3.8, 0, 3, 1, 0, 
133.637657, Airport3, ReleaseLuggageCart, 3.8, 0, 3, 1, 0, 
133.637657, Airport3, UnloadLuggage, 3.10, 0, 3, 0, 0, 
133.637657, Airport3, LeaveGate, 3.8, 0, 3, 0, 0, 
133.637657, Airport3, DockAtGate, 4.1, 0, 2, 0, 0, 
135.747974, Airport3, Taxi2RunwayEA, 3.8, 0, 2, 0, 0, 
136.098122, Airport3, ArriveGate, 4.1, 0, 2, 0, 0, 
136.098122, Airport3, FuelPlane, 4.1, 0, 2, 1, 0, 
137.003205, Airport3, AcquireRunwayTakeoff, 3.7, 0, 2, 1, 0, 
137.003205, Airport3, Takeoff, 3.7, 0, 2, 1, 0, 
137.565508, Airport3, LeaveGate, 3.9, 0, 2, 1, 0, 
139.566701, Airport3, StartClean, 3.10, 0, 2, 1, 0, 
139.746517, Airport3, AcquireRunwayTakeoff, 3.8, 0, 2, 1, 0, 
139.746517, Airport3, Takeoff, 3.8, 0, 2, 1, 0, 
141.551889, Airport3, StartClean, 4.1, 0, 2, 1, 0, 
144.788738, Airport3, Leave, 3.7, 0, 2, 1, 0, 
145.477256, Airport3, LoadLuggage, 3.9, 0, 2, 1, 0, 
146.945917, Airport3, Leave, 3.8, 0, 2, 1, 0, 
147.583791, Airport3, LoadLuggage, 3.10, 0, 2, 1, 0, 
149.418976, Airport3, StartEmbark, 3.10, 0, 2, 1, 0, 
151.384035, Airport3, StartEmbark, 4.1, 0, 2, 1, 0, 
151.904109, Airport3, ReleaseFuelTruck, 3.10, 0, 2, 1, 0, 
151.904109, Airport3, LeaveGate, 3.10, 0, 2, 1, 0, 
155.897751, Airport3, ReleaseFuelTruck, 4.1, 0, 2, 1, 0, 
155.897751, Airport3, LeaveGate, 4.1, 0, 2, 1, 0, 
123.178475, Airport3, AcquireRunwayLand, 1.3, 0, 2, 1, 0, 
123.178475, Airport3, Land, 1.3, 0, 2, 1, 0, 
127.615179, Airport3, Taxi2Gate, 1.3, 0, 2, 1, 0, 
131.367075, Airport3, AcquireGate, 1.3, 0, 2, 1, 0, 
160.777454, Airport3, ReleaseLuggageCart, 3.9, 0, 3, 1, 0, 
160.777454, Airport3, UnloadLuggage, 4.1, 0, 3, 0, 0, 
160.777454, Airport3, LeaveGate, 3.9, 0, 3, 0, 0, 
160.777454, Airport3, DockAtGate, 4.2, 0, 2, 0, 0, 
161.934720, Airport3, LeaveGate, 3.10, 0, 2, 0, 0, 
162.171299, Airport3, ArriveGate, 4.2, 0, 2, 0, 0, 
162.171299, Airport3, FuelPlane, 4.2, 0, 2, 1, 0, 
162.914186, Airport3, Taxi2RunwayEA, 3.9, 0, 2, 1, 0, 
163.876601, Airport3, ReleaseLuggageCart, 3.10, 0, 2, 1, 0, 
163.876601, Airport3, UnloadLuggage, 4.2, 0, 2, 0, 0, 
163.876601, Airport3, LeaveGate, 3.10, 0, 2, 0, 0, 
163.876601, Airport3, DockAtGate, 4.5, 0, 1, 0, 0, 
165.196208, Airport3, LeaveGate, 4.1, 0, 1, 0, 0, 
165.401960, Airport3, Taxi2RunwayEA, 3.10, 0, 1, 0, 0, 
165.508346, Airport3, ArriveGate, 4.5, 0, 1, 0, 0, 
165.508346, Airport3, FuelPlane, 4.5, 0, 1, 1, 0, 
166.948716, Airport3, AcquireRunwayTakeoff, 3.9, 0, 1, 1, 0, 
166.948716, Airport3, Takeoff, 3.9, 0, 1, 1, 0, 
169.191943, Airport3, StartClean, 4.2, 0, 1, 1, 0, 
169.276412, Airport3, AcquireRunwayTakeoff, 3.10, 0, 1, 1, 0, 
169.276412, Airport3, Takeoff, 3.10, 0, 1, 1, 0, 
171.001121, Airport3, StartClean, 4.5, 0, 1, 1, 0, 
173.659991, Airport3, Leave, 3.9, 0, 1, 1, 0, 
175.148346, Airport3, LoadLuggage, 4.1, 0, 1, 1, 0, 
176.680769, Airport3, Leave, 3.10, 0, 1, 1, 0, 
177.813262, Airport3, LoadLuggage, 4.2, 0, 1, 1, 0, 
179.196726, Airport3, StartEmbark, 4.2, 0, 1, 1, 0, 
180.298531, Airport3, ReleaseFuelTruck, 4.2, 0, 1, 1, 0, 
177.125150, Airport3, AcquireRunwayLand, 4.10, 0, 1, 1, 0, 
177.125150, Airport3, Land, 4.10, 0, 1, 1, 0, 
180.298531, Airport3, LeaveGate, 4.2, 0, 1, 1, 0, 
181.809930, Airport3, StartEmbark, 4.5, 0, 1, 1, 0, 
182.651285, Airport3, Taxi2Gate, 4.10, 0, 1, 1, 0, 
184.819030, Airport3, ReleaseFuelTruck, 4.5, 0, 1, 1, 0, 
184.819030, Airport3, LeaveGate, 4.5, 0, 1, 1, 0, 
185.909233, Airport3, AcquireGate, 4.10, 0, 1, 1, 0, 
190.925298, Airport3, ReleaseLuggageCart, 4.1, 0, 2, 1, 0, 
190.925298, Airport3, UnloadLuggage, 4.5, 0, 2, 0, 0, 
190.925298, Airport3, LeaveGate, 4.1, 0, 2, 0, 0, 
190.925298, Airport3, DockAtGate, 1.3, 0, 1, 0, 0, 
192.241797, Airport3, LeaveGate, 4.2, 0, 1, 0, 0, 
192.573838, Airport3, Taxi2RunwayEA, 4.1, 0, 1, 0, 0, 
193.430049, Airport3, ArriveGate, 1.3, 0, 1, 0, 0, 
193.430049, Airport3, FuelPlane, 1.3, 0, 1, 1, 0, 
193.517318, Airport3, ReleaseLuggageCart, 4.2, 0, 1, 1, 0, 
193.517318, Airport3, UnloadLuggage, 1.3, 0, 1, 0, 0, 
193.517318, Airport3, LeaveGate, 4.2, 0, 1, 0, 0, 
193.517318, Airport3, DockAtGate, 4.10, 0, 0, 0, 0, 
194.639195, Airport3, LeaveGate, 4.5, 0, 0, 0, 0, 
195.683014, Airport3, Taxi2RunwayEA, 4.2, 0, 0, 0, 0, 
196.217129, Airport3, ArriveGate, 4.10, 0, 0, 0, 0, 
196.217129, Airport3, FuelPlane, 4.10, 0, 0, 1, 0, 
196.312422, Airport3, AcquireRunwayTakeoff, 4.1, 0, 0, 1, 0, 
196.312422, Airport3, Takeoff, 4.1, 0, 0, 1, 0, 
199.587857, Airport3, StartClean, 1.3, 0, 0, 1, 0, 
199.986600, Airport3, AcquireRunwayTakeoff, 4.2, 0, 0, 1, 0, 
199.986600, Airport3, Takeoff, 4.2, 0, 0, 1, 0, 
202.638466, Airport3, Leave, 4.1, 0, 0, 1, 0, 
203.038471, Airport3, StartClean, 4.10, 0, 0, 1, 0, 
204.496038, Airport3, LoadLuggage, 4.5, 0, 0, 1, 0, 
206.250184, Airport3, AcquireRunwayLand, 1.1, 0, 0, 1, 0, 
206.250184, Airport3, Land, 1.1, 0, 0, 1, 0, 
206.886579, Airport3, Leave, 4.2, 0, 0, 1, 0, 
207.507572, Airport3, LoadLuggage, 1.3, 0, 0, 1, 0, 
156.296326, Airport3, AcquireRunwayLand, 1.4, 0, 0, 1, 0, 
156.296326, Airport3, Land, 1.4, 0, 0, 1, 0, 
161.545953, Airport3, Taxi2Gate, 1.4, 0, 0, 1, 0, 
165.304642, Airport3, AcquireGate, 1.4, 0, 0, 1, 0, 
209.390989, Airport3, StartEmbark, 1.3, 0, 1, 1, 0, 
210.759785, Airport3, Taxi2Gate, 1.1, 0, 1, 1, 0, 
212.422462, Airport3, ReleaseFuelTruck, 1.3, 0, 1, 1, 0, 
212.422462, Airport3, LeaveGate, 1.3, 0, 1, 1, 0, 
213.420632, Airport3, StartEmbark, 4.10, 0, 1, 1, 0, 
215.146391, Airport3, AcquireGate, 1.1, 0, 1, 1, 0, 
215.150130, Airport3, ReleaseFuelTruck, 4.10, 0, 2, 1, 0, 
215.150130, Airport3, LeaveGate, 4.10, 0, 2, 1, 0, 
220.214782, Airport3, ReleaseLuggageCart, 4.5, 0, 2, 1, 0, 
220.214782, Airport3, UnloadLuggage, 4.10, 0, 2, 0, 0, 
208.263542, Airport3, AcquireRunwayLand, 1.2, 0, 2, 0, 0, 
208.263542, Airport3, Land, 1.2, 0, 2, 0, 0, 
213.092915, Airport3, Taxi2Gate, 1.2, 0, 2, 0, 0, 
217.485904, Airport3, AcquireGate, 1.2, 0, 2, 0, 0, 
220.214782, Airport3, LeaveGate, 4.5, 0, 3, 0, 0, 
220.214782, Airport3, DockAtGate, 1.4, 0, 2, 0, 0, 
222.085894, Airport3, Taxi2RunwayEA, 4.5, 0, 2, 0, 0, 
222.401498, Airport3, ArriveGate, 1.4, 0, 2, 0, 0, 
222.401498, Airport3, FuelPlane, 1.4, 0, 2, 1, 0, 
222.523159, Airport3, LeaveGate, 1.3, 0, 2, 1, 0, 
223.377630, Airport3, ReleaseLuggageCart, 1.3, 0, 2, 1, 0, 
223.377630, Airport3, UnloadLuggage, 1.4, 0, 2, 0, 0, 
223.377630, Airport3, LeaveGate, 1.3, 0, 2, 0, 0, 
223.377630, Airport3, DockAtGate, 1.1, 0, 1, 0, 0, 
224.842521, Airport3, Taxi2RunwayEA, 1.3, 0, 1, 0, 0, 
225.678759, Airport3, ArriveGate, 1.1, 0, 1, 0, 0, 
225.678759, Airport3, FuelPlane, 1.1, 0, 1, 1, 0, 
226.043492, Airport3, AcquireRunwayTakeoff, 4.5, 0, 1, 1, 0, 
226.043492, Airport3, Takeoff, 4.5, 0, 1, 1, 0, 
226.211211, Airport3, LeaveGate, 4.10, 0, 1, 1, 0, 
228.729753, Airport3, AcquireRunwayTakeoff, 1.3, 0, 1, 1, 0, 
228.729753, Airport3, Takeoff, 1.3, 0, 1, 1, 0, 
229.883517, Airport3, StartClean, 1.4, 0, 1, 1, 0, 
232.150209, Airport3, StartClean, 1.1, 0, 1, 1, 0, 
233.636351, Airport3, Leave, 4.5, 0, 1, 1, 0, 
234.093087, Airport3, LoadLuggage, 4.10, 0, 1, 1, 0, 
235.774562, Airport3, Leave, 1.3, 0, 1, 1, 0, 
237.366182, Airport3, LoadLuggage, 1.4, 0, 1, 1, 0, 
239.412939, Airport3, StartEmbark, 1.4, 0, 1, 1, 0, 
241.180747, Airport3, ReleaseFuelTruck, 1.4, 0, 1, 1, 0, 
241.180747, Airport3, LeaveGate, 1.4, 0, 1, 1, 0, 
241.782463, Airport3, StartEmbark, 1.1, 0, 1, 1, 0, 
245.169224, Airport3, ReleaseFuelTruck, 1.1, 0, 1, 1, 0, 
245.169224, Airport3, LeaveGate, 1.1, 0, 1, 1, 0, 
250.952446, Airport3, ReleaseLuggageCart, 4.10, 0, 1, 1, 0, 
250.952446, Airport3, UnloadLuggage, 1.1, 0, 1, 0, 0, 
250.952446, Airport3, LeaveGate, 4.10, 0, 1, 0, 0, 
250.952446, Airport3, DockAtGate, 1.2, 0, 0, 0, 0, 
252.144544, Airport3, Taxi2RunwayEA, 4.10, 0, 0, 0, 0, 
252.294545, Airport3, LeaveGate, 1.4, 0, 0, 0, 0, 
252.547954, Airport3, ReleaseLuggageCart, 1.4, 0, 0, 0, 0, 
252.547954, Airport3, LeaveGate, 1.4, 0, 0, 0, 0, 
252.993423, Airport3, ArriveGate, 1.2, 0, 0, 0, 0, 
252.993423, Airport3, UnloadLuggage, 1.2, 0, 0, 0, 0, 
252.993423, Airport3, FuelPlane, 1.2, 0, 0, 0, 0, 
254.171646, Airport3, Taxi2RunwayEA, 1.4, 0, 0, 0, 0, 
255.118670, Airport3, LeaveGate, 1.1, 0, 0, 0, 0, 
256.697740, Airport3, AcquireRunwayTakeoff, 4.10, 0, 0, 0, 0, 
256.697740, Airport3, Takeoff, 4.10, 0, 0, 0, 0, 
222.457025, Airport3, AcquireRunwayLand, 1.6, 0, 0, 0, 0, 
222.457025, Airport3, Land, 1.6, 0, 0, 0, 0, 
227.429666, Airport3, Taxi2Gate, 1.6, 0, 0, 0, 0, 
230.853513, Airport3, AcquireGate, 1.6, 0, 0, 0, 0, 
230.853513, Airport3, DockAtGate, 1.6, 0, 0, 0, 0, 
233.010364, Airport3, ArriveGate, 1.6, 0, 0, 0, 0, 
233.010364, Airport3, FuelPlane, 1.6, 0, 0, 1, 0, 
239.882874, Airport3, StartClean, 1.6, 0, 0, 1, 0, 
250.143489, Airport3, StartEmbark, 1.6, 0, 0, 1, 0, 
252.153701, Airport3, ReleaseFuelTruck, 1.6, 0, 0, 1, 0, 
252.153701, Airport3, LeaveGate, 1.6, 0, 0, 1, 0, 
257.863747, Airport3, AcquireRunwayTakeoff, 1.4, 0, 0, 1, 0, 
257.863747, Airport3, Takeoff, 1.4, 0, 0, 1, 0, 
258.935216, Airport3, StartClean, 1.2, 0, 0, 1, 0, 
262.985674, Airport3, LeaveGate, 1.6, 0, 0, 1, 0, 
264.064736, Airport3, Leave, 4.10, 0, 0, 1, 0, 
146.319891, Airport3, AcquireRunwayLand, 2.7, 0, 0, 1, 0, 
146.319891, Airport3, Land, 2.7, 0, 0, 1, 0, 
150.837068, Airport3, Taxi2Gate, 2.7, 0, 0, 1, 0, 
148.797260, Airport3, AcquireRunwayLand, 2.8, 0, 0, 1, 0, 
148.797260, Airport3, Land, 2.8, 0, 0, 1, 0, 
153.087274, Airport3, Taxi2Gate, 2.8, 0, 0, 1, 0, 
154.785284, Airport3, AcquireGate, 2.7, 0, 0, 1, 0, 
157.450665, Airport3, AcquireGate, 2.8, 0, 1, 1, 0, 
264.928804, Airport3, LoadLuggage, 1.1, 0, 2, 1, 0, 
265.064256, Airport3, Leave, 1.4, 0, 2, 1, 0, 
267.002230, Airport3, AcquireRunwayLand, 2.3, 0, 2, 1, 0, 
267.002230, Airport3, Land, 2.3, 0, 2, 1, 0, 
267.515926, Airport3, LoadLuggage, 1.2, 0, 2, 1, 0, 
269.170130, Airport3, StartEmbark, 1.2, 0, 2, 1, 0, 
271.808410, Airport3, Taxi2Gate, 2.3, 0, 2, 1, 0, 
271.932810, Airport3, ReleaseFuelTruck, 1.2, 0, 2, 1, 0, 
271.932810, Airport3, LeaveGate, 1.2, 0, 2, 1, 0, 
276.147970, Airport3, AcquireGate, 2.3, 0, 2, 1, 0, 
280.507692, Airport3, ReleaseLuggageCart, 1.1, 0, 3, 1, 0, 
280.507692, Airport3, UnloadLuggage, 1.6, 0, 3, 0, 0, 
280.507692, Airport3, LeaveGate, 1.1, 0, 3, 0, 0, 
280.507692, Airport3, DockAtGate, 2.7, 0, 2, 0, 0, 
282.086852, Airport3, LeaveGate, 1.2, 0, 2, 0, 0, 
